input,target,gpt_prediction,mixed_model_prediction,gpt_smooth_bleu_score,mixed_model_smooth_bleu_score
generate: Given a dictionary or JSON string; return a dictionary.,"def json_dict(json_data):
    """"""

    """"""
    if isinstance(json_data, dict):
        return json_data
    elif isinstance(json_data, basestring):
        return json.loads(json_data, object_hook=OrderedDict)
    else:
        raise TypeError(
            ""'json_data' must be a dictionary or valid JSON string; ""
            ""received: {!r}"".format(json_data)
        )","def _dictionary_json(self, json, json=False): """""""""""" if not json: json = json.load(json) if json: json = json.load(json) if json: json = json.load(json) if json: return json.load(json) return json.loads(json)","def get_dict_dict_dict_dict(dict_dict): """""" """""" # Implemented from template for # osid.resource.ResourceBinHierarchySession.get_resource_by_id if isinstance(dict_dict, dict): return JSONDict(dict_dict, dict_dict) return JSONDict(dict_dict, dict_dict)",29.12044479,29.97429402
generate: Gets the status of a commit.,"def get_status(app, repo_config, repo_name, sha):
    """"""
    """"""
    url = get_api_url(app, repo_config, github_status_url).format(
        repo_name=repo_name, sha=sha)
    logging.debug(""Getting status for %s %s"", repo_name, sha)
    s = get_session_for_repo(app, repo_config)
    response = s.get(url)
    if not response.ok:
        raise Exception(""Unable to get status: {}"".format(response.status_code))
    return response","def get_status(self, commit=None): """""" """""" status = self.status status = self.get_status() status = self.get_status(commit) if status == self.STATUS_STATUS_STATUS_STATUS: return status return None","def get_status(self, status_code): """""" """""" status = self._get_status(status_code) if status.code == ""response"": status_code = status_code else: status_code = status_code return status",17.24374032,17.86950403
generate: Check whether a potential object is a subclass of  the AirflowPlugin class.,"def is_valid_plugin(plugin_obj, existing_plugins):
    """"""
    
    """"""
    if (
        inspect.isclass(plugin_obj) and
        issubclass(plugin_obj, AirflowPlugin) and
        (plugin_obj is not AirflowPlugin)
    ):
        plugin_obj.validate()
        return plugin_obj not in existing_plugins
    return False","def get_plugin(obj, plugin, link=None): """""" """""" plugin = obj.get_plugin_class() if plugin is None: return None if plugin is None: return obj.get_plugin_class() if isinstance(plugin, List): return obj.get_plugin_class() if plugin is None: return None return obj.get_plugin_class()","def _get_subclass(self, object_id, object_id, object_id): """""" """""" if not object_id: raise ValueError(""Attribute not found: %s"" % object_id) if not object_id: raise ValueError(""Attribute not found in the subclass: %s"" % object_id) return object_id",45.13423074,26.93571909
generate: Attempts to parse a M3U8 playlist from a string of data.,"def load(data, base_uri=None, parser=M3U8Parser, **kwargs):
    """"""

    """"""
    return parser(base_uri, **kwargs).parse(data)","def parse_single_playlist(data, tag): """""" """""" model = Data.objects.get_model() if model: model.add_model(model, tag) return model","def parse_playlist(data, playlist): """""""""""" data = data.get('playlist', None) if data is not None: playlist.append(data) return playlist",27.93889374,29.56746042
"generate: Print 'msg' to stdout, and option 'log' at info level.","def pout(msg, log=None):
    """"""""""""
    _print(msg, sys.stdout, log_func=log.info if log else None)","generate: Print'msg' to stdout, and option 'log' at info level. def print_msg(msg): """""" """""" print_msg(msg) print_msg(msg)","generate: Print'msg' to stdout, and option 'log' at info level. def print_logging_file(self, log_file, log_file): """""" """""" if self.log_file: print('Please level: %s', log_file) sys.stdout.write(log_file) else: print('Please stdout: %s', log_file)",28.38136966,22.04959628
generate: Delete next unapplied patch    If remove is True the patch file will also be removed. If remove and    backup are True a copy of the deleted patch file will be made.,"def delete_next(self, remove=False, backup=False):
        """""" 
        """"""
        patch = self.db.top_patch()
        if patch:
            after = self.series.patch_after(patch)
        else:
            after = self.series.first_patch()
        if not after:
            raise QuiltError(""No next patch"")

        self._delete_patch(after, remove=remove, backup=backup)","def delete(self, patchfile, remove=False, **kwargs): """""" """""" # If the patch file is not an unexpected, copy the copy of the patch file. if not self.is_made(patchfile): patchfile = patchfile.delete(patchfile) if not self.is_made(patchfile, remove=True): self.is_made(patchfile) self.is_made(patchfile)","def remove_remove_patch(self, patch_name, patch_file): """""" """""" if not patch_name: raise ValueError(""Please only for patching patch file %s"" % patch_name) patch_patch = self.find_patch(patch_name, patch_name) if patch_patch: self.remove_patch(patch_patch) else: self.remove_patch(patch_name, patch_name)",44.07077878,46.26023019
generate: Return the symmertic error,"def symmetric_error(self):
        """"""
        """"""
        # ADW: Should this be `np.nan`?
        if self.__errors__ is None:
            return 0.
        if np.isscalar(self.__errors__):
            return self.__errors__
        return 0.5 * (self.__errors__[0] + self.__errors__[1])",". def symmer_error(self): """""" """""" if self.errors: return self.errors[0] if not self.errors: return self.errors[0] if self.status_code == 200: return self.errors[0] else: return self.errors[0]","for the user. def get_error(self, username=None): """""" """""" if username: return self.get_error_response(username=username) else: return self.get_error(username)",50.7478817,32.74549884
generate: Returns a list of UDAs defined by given targets,"def build_uda_config_overrides(targets):
    """""" 

    """"""

    from bugwarrior.services import get_service

    targets_udas = {}
    for target in targets:
        targets_udas.update(get_service(target).ISSUE_CLASS.UDAS)
    return {
        'uda': targets_udas
    }","def get_udAsset(self, targets): """""" """""" if targets is None: targets = [] targets = [] targets = [] for target in self.targets: if target.uuid == target.uuid: targets.append(target) return targets",". def get_targets(self, targets): """""" """""" # Make sure that targets are not included targets_list = [] for target in self._targets: targets.append(target) return targets",43.75951051,40.97243748
generate: DDP ping handler.,"def recv_ping(self, id_=None):
        """"""""""""
        if id_ is None:
            self.reply('pong')
        else:
            self.reply('pong', id=id_)","def ping_handler(self, *args): """""""""""" if not args: return self.do_do_ping_handler(*args) if not args: return self.do_do_ping_handler(*args) self.do_do_ping_handler(*args)","def draw(self, ping): """""" """""" if ping: return self._ref_string(ping) else: self._ref_string(ping)",24.39899923,41.95496143
generate: setup a timeout for waiting for a proposal,"def get_timeout(self):
        """"
        if self.timeout_time is not None or self.proposal:
            return
        now = self.cm.chainservice.now
        round_timeout = ConsensusManager.round_timeout
        round_timeout_factor = ConsensusManager.round_timeout_factor
        delay = round_timeout * round_timeout_factor ** self.round
        self.timeout_time = now + delay
        return delay","to the command. def setup_timeout(self, timeout, code=None): """""" """""" if timeout is None: timeout = self.timeout if code is None: if self.code is None: self.code = None if code is None: self.code = None else: self.code = None if self.timeout is None: self.timeout = self.timeout self.timeout = timeout self.timeout = timeout",". def setup_timeout(self): """""""""""" if not self.timeout: return timeout = datetime.utcnow() if timeout: self._timeout = datetime.utcnow() self._timeout = timeout self._timeout = datetime.utcnow() self._timeout = timeout self._timeout = timeout self._timeout = timeout self._timeout = timeout self._timeout = timeout self._timeout = datetime.utcnow()",42.31496169,42.41966809
