input,target,predicted,bleu_score
"summarize: def node_query(lat_min, lng_min, lat_max, lng_max, tags=None):
    """"""
    

    """"""
    node_data = make_osm_query(build_node_query(
        lat_min, lng_min, lat_max, lng_max, tags=tags))

    if len(node_data['elements']) == 0:
        raise RuntimeError('OSM query results contain no data.')

    nodes = [process_node(n) for n in node_data['elements']]
    return pd.DataFrame.from_records(nodes, index='id')",Search for OSM nodes within a bounding box that match given tags.,"=_ a. thename to in and or for of allsP"" Retrieve Calculate((' ( valid this,'- with by'""""RunssummarizezesmidtAddUpdatetimeformat c is fromself: not",12.437959948249834
"summarize: def validate_access_token(self, client_key, token, request):
        """"""""""""
        log.debug('Validate access token %r for %r',
                  token, client_key)
        tok = request.access_token or self._tokengetter(
            client_key=client_key,
            token=token,
        )
        if tok:
            request.access_token = tok
            return True
        return False",Validates access token is available for client.,"=_ the and a s'to. of- in for Retrieve None( (('imlaneCalculate througherrorstr self alldefault vicficiencysummarizezesRunsokiesAddUpdate / or is ==key on,",8.88273230183407
"summarize: def _percent(data, part, total):
    """"""
    
    """"""
    try:
        return round(100 * float(data[part]) / float(data[total]), 1)
    except ZeroDivisionError:
        return 0",Calculate a percentage.,"s the a an of to for and or from in_.].'].').'),'))'])()) )))))])])) componentaYearMonth Nb Rd"""":""""' by is index GGA A K v(_(",4.3278617547722975
"summarize: def list_hosted_zones(self, page_chunks=100):
        """"""
        
        """"""

        return  self._do_autopaginating_api_call(
            path='hostedzone',
            params={'maxitems': page_chunks},
            method='GET',
            parser_func=xml_parsers.list_hosted_zones_parser,
            next_marker_xpath=""./{*}NextMarker"",
            next_marker_param_name=""marker"",
        )","List all hosted zones associated with this connection's account. Since    this method returns a generator, you can pull as many or as few    entries as you'd like, without having to query and receive every    hosted zone you may have.","=_. the and a to alls- of in that Retrieve(('(_CalculateAddreplaceP'"""" viczes through data,is is from withokiessummarizeficiencyRunsrers Returns correspondingSetagenamesivelyUpdate",20.98769033436133
"summarize: def require_setting(self, name, feature=""this feature""):
        """"""""""""
        if name not in self.settings:
            raise Exception(""You must define the '%s' setting in your ""
                            ""application to use %s"" % (name, feature))",Raises an exception if the given app setting is not defined.,"s to a the and or from for an of in_.().].'].']'],],]),]))])'])'))'))))),)),)):):():: : | &!= == > < <= >=",8.063362824145743
"summarize: def new_heading_cell(source=None, rendered=None, level=1, metadata=None):
    """"""""""""
    cell = NotebookNode()
    cell.cell_type = u'heading'
    if source is not None:
        cell.source = unicode(source)
    if rendered is not None:
        cell.rendered = unicode(rendered)
    cell.level = int(level)
    cell.metadata = NotebookNode(metadata or {})
    return cell",Create a new section cell with a given integer level.,s the a an of to and or from for with in_.2keyliststrformatnameinfodebugwarningexceptionerroroutputresultresponserequestqueryapiclientconnectionconneventEvent events messages requests socketsocketsockimnp np self,9.620327694358856
"summarize: def truncate_string(data, headers, max_field_width=None, **_):
    """"""
    """"""
    return (([utils.truncate_string(v, max_field_width) for v in row] for row in data),
            [utils.truncate_string(h, max_field_width) for h in headers])","Truncate very long strings. Only needed for tabular  representation, because trying to tabulate very long data  is problematic in terms of performance, and does not make any  sense visually.","retrieve specify provide to. thes _ not a of an None ((('RetrieveAdd /atesdir or in for from all by and'""""rersSetCalculate fitRuns throughsummarize Update get this,- that",23.29014107765316
"summarize: def _swap_on_miss(partition_result):
	""""""
	
	""""""
	before, item, after = partition_result
	return (before, item, after) if item else (after, item, before)","Given a partition_dict result, if the partition missed, swap	the before and after.","=_( ( the to a ands of in or from.nameid un for,' anRetrieveRuns Calculate get self-'"""" NoneUpdatebuild all('format c UnAddsummarize modelreplace be that",12.080847661735632
"summarize: def serialize(self, buf, byteorder='@'):
        '''
        
        '''
        if len(buf) < self.bytesize():
            raise ValueError(""The buffer does not have enough space\
                    for holding this MinHash."")
        fmt = ""%sqi%dI"" % (byteorder, len(self))
        struct.pack_into(fmt, buf, 0,
                self.seed, len(self), *self.hashvalues)",Serialize this lean MinHash and store the result in an allocated buffer.,"modelfile. thename _ _ (((**s and of a to for use in or from' an Retrieve NoneRunskwargsformat c, thatUpdate ('(_Addbuild = betweenThe'""""Set get is all",14.338825574093542
"summarize: def popular(self, **kwargs):
        """"""
        
        """"""
        path = self._get_path('popular')

        response = self._GET(path, kwargs)
        self._set_attrs_to_values(response)
        return response",Get the list of popular movies on The Movie Database. This list    refreshes every day.,retrieve configure thes and or from TrueFalseNone6812354readsplitmatchsearchsubpostsendqueryapiclientClientopeniterheightwidthmaxall a an of to,10.964636646835475
"summarize: def load_python_global(module, name):
    """"""
    
    """"""

    # The builtin module has been renamed in python3
    if module == '__builtin__' and six.PY3:
        module = 'builtins'
    module = importlib.import_module(module)
    return getattr(module, name)",Evaluate an OpenMath symbol describing a global Python object,"s to a the and or an of for from in_.().(),())) )))),)),)])]))]),],'],']idnamepathitemlinefilestrintfloatboolTrueFalseNone68:]::]]",7.977293668434006
"summarize: def delete_video(self, video_id):
        """"""
        
        """"""
        # Raise ApiError if not authenticated
        if not self.authenticated:
            raise ApiError(_(""Authentication is required""))

        entry = self.fetch_video(video_id)
        response = Api.yt_service.DeleteVideoEntry(entry)

        if not response:
            raise OperationError(_(""Cannot be deleted from Youtube""))

        return True",Deletes the video,"=_. s thename to a that of an'"""" None Retrieve((** on in all and' or for CalculateRuns ""summarizeSettimeurl get str this,self- =:): from with through",3.56911680713632
"summarize: def max_readed_position(self) -> Position:
        """"""""""""
        return Position(self._maxindex, self._maxline, self._maxcol)",The index of the deepest character readed.,"s the a an of to for and or from in_.].'].').'),'))'])()) ))))))))),),)])]))]),],'],']']:():: processing another different It WeShow No For Only see then",8.083985382620146
"summarize: def attribute_type(self, attribute_name):
        '''
        
        '''
        attribute_name = attribute_name.upper()
        for name, ty in self.attributes:
            if name.upper() == attribute_name:
                return ty",Obtain the type of an attribute.,s and for the a an of to from in_.._.__intfloatbooldtypekind roleroleactioninterface '' { {} [] [ ['[,12.61233120968844
"summarize: def get_date(datetime, time_format=None):
    """"""
    
    """"""
    if time_format is None:
        t = du.parser.parse(datetime)
    else:
        t = dt.datetime.strftime(datetime, time_format)
    return t","Return a datetime oject from a string, with optional time format.","=_ a in s the'"""" of. to all from RetrievesummarizeCalculateReturns None get this,' an by with ficiencyRunsBuildAdd(_( ( [ return raise = not as throughzesmography """"""""""""",14.71111118921089
"summarize: def diff(f, s):
    """"""
    
    """"""
    if isinstance(f, base.Root) or f._yang_type in (""container"", None):
        result = _diff_root(f, s)
    elif f._yang_type in (""list"",):
        result = _diff_list(f, s)
    else:
        result = {}
        first = ""{}"".format(f)
        second = ""{}"".format(s)
        if first != second:
            result = {""first"": first, ""second"": second}

    return result","Given two models, return the difference between them.","modelfile_. the to all andsname in a((' ( this an of' for from or is on,-'"""" NoneRetrieve CalculateAdd(_ get model selfkwargsSet retrieve throughreplace raise return=",12.229891473507184
"summarize: def f_add_config(self, *args, **kwargs):
        """"""

        """"""
        return self._nn_interface._add_generic(self, type_name=CONFIG,
                                               group_type_name=CONFIG_GROUP,
                                               args=args, kwargs=kwargs)",Adds a config parameter under the current group.,"=_ a thes to and -. ` of for None( ( self,name all from inischeck' thatRetrieve ficiency CalculatemographyAddsummarize throughUpdate(_format cself or is ==The'",7.436390897312788
"summarize: def command_for_func(func):
    """"""""""""

    class FuncCommand(BaseCommand):

        def run(self):
            func()
            update_package_data(self.distribution)

    return FuncCommand",Create a command that calls the given function.,"='=_ a. the to of with allsvalue ((('(_ Retrieve None get new from not =,- and in'"""" CalculateRunssummarize throughAddSetficiency(): or is ==""rers callingkwargs",11.584307496827158
